record_id,company,job_title,location,salary_usd,years_experience,date_posted,skills
6786,Vertex Insight,Analytics Engineer,"Seattle, Wa",120963-138783,5,2026-03-22,"Tableau, Pandas, Airflow"
6787,Cobalt Intelligence,Research Scientist,"New York, Ny",159563-176968,5,2026-04-02,"Pandas, TensorFlow, Airflow"
6788,Bluepeak Software,Research Scientist,"New York, Ny",136960-151930,3,2026-04-27,"Pandas, SQL, TensorFlow"
6789,Summit Ai Works,Analytics Engineer,"New York, Ny",144935-179241,4,2026-02-28,"AWS, TensorFlow, Pandas"
6790,Aurora Metrics,Analytics Engineer,"Chicago, Il",114838-145356,3,2026-04-12,"Python, Power BI, Tableau"
6793,Vertex Insight,Research Scientist,"Seattle, Wa",154557-166620,4,2026-04-05,"dbt, AWS, Airflow"
6795,Aurora Metrics,Data Engineer,"San Francisco, Ca",118327-152404,0,2026-03-05,"TensorFlow, AWS, Airflow"
6796,Bluepeak Software,Bi Developer,"Chicago, Il",135670-161696,10,2026-02-28,"Tableau, Python, TensorFlow"
6799,Nimbus Labs,Machine Learning Engineer,"New York, Ny",153482-175369,4,2026-04-12,"TensorFlow, Tableau, Airflow"
6801,Vertex Insight,Analytics Engineer,"Seattle, Wa",145281-157160,7,2026-02-28,"AWS, Python, Tableau"
6802,Pioneer Data Systems,Analytics Engineer,"Boston, Ma",138017-153290,2,2026-03-08,"TensorFlow, AWS, Airflow"
6803,Acme Analytics,Data Engineer,"Boston, Ma",159661-179120,10,2026-04-09,"Python, Pandas, Airflow"
6804,Summit Ai Works,Bi Developer,"Seattle, Wa",102011-112369,2,2026-04-25,"AWS, SQL, Python"
6807,Bluepeak Software,Bi Developer,"Seattle, Wa",120654-133081,4,2026-03-02,"dbt, Tableau, AWS"
6808,Acme Analytics,Business Analyst,"San Francisco, Ca",134074-155031,8,2026-04-22,"Power BI, dbt, Tableau"
6809,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, Ca",175515-204276,8,2026-02-27,"Python, Pandas, Spark"
6810,Pioneer Data Systems,Analytics Engineer,"Seattle, Wa",111319-123097,7,2026-04-22,"Tableau, SQL, Pandas"
6811,Bluepeak Software,Bi Developer,"San Francisco, Ca",128376-155355,3,2026-03-28,"Airflow, Python, Spark"
6814,Aurora Metrics,Data Engineer,"Austin, Tx",150641-175608,9,2026-04-18,"AWS, Tableau, Airflow"
6816,Nimbus Labs,Data Engineer,"Boston, Ma",104957-135244,1,2026-04-04,"AWS, Pandas, Python"
6817,Bluepeak Software,Product Analyst,"San Francisco, Ca",99201-121868,0,2026-04-11,"Pandas, AWS, Python"
6818,Bluepeak Software,Bi Developer,"New York, Ny",87630-112059,0,2026-04-26,"SQL, Power BI, Python"
6819,Aurora Metrics,Data Engineer,Remote,141212-162887,9,2026-03-15,"AWS, SQL, Airflow"
6820,Nimbus Labs,Product Analyst,"Chicago, Il",116648-135614,7,2026-04-11,"SQL, Spark, Pandas"
6821,Acme Analytics,Machine Learning Engineer,Remote,130585-150312,6,2026-03-27,"SQL, TensorFlow, dbt"
6825,Bluepeak Software,Data Analyst,"Chicago, Il",78593-102321,0,2026-03-08,"Tableau, SQL, TensorFlow"
6826,Aurora Metrics,Bi Developer,"Austin, Tx",113617-136753,7,2026-04-05,"Airflow, Tableau, Python"
6827,Summit Ai Works,Machine Learning Engineer,"New York, Ny",137221-157442,3,2026-04-05,"Airflow, Tableau, Python"
6828,Nimbus Labs,Data Engineer,"Austin, Tx",133111-162249,8,2026-02-28,"AWS, Pandas, dbt"
6830,Nimbus Labs,Data Engineer,"New York, Ny",118088-140639,1,2026-04-10,"Spark, TensorFlow, Tableau"
6831,Aurora Metrics,Product Analyst,"Austin, Tx",88032-109125,6,2026-03-26,"Airflow, Python, SQL"
6834,Aurora Metrics,Research Scientist,"Seattle, Wa",122837-151406,3,2026-02-27,"AWS, Python, Power BI"
6835,Vertex Insight,Bi Developer,"Seattle, Wa",126730-160263,5,2026-04-12,"Pandas, Airflow, Spark"
6836,Summit Ai Works,Bi Developer,"Austin, Tx",99384-118302,2,2026-04-13,"SQL, Tableau, dbt"
6837,Aurora Metrics,Data Analyst,"Austin, Tx",87707-119169,1,2026-02-27,"dbt, AWS, Spark"
6838,Pioneer Data Systems,Data Engineer,"Austin, Tx",98735-118167,1,2026-04-10,"SQL, dbt, Pandas"
6839,Aurora Metrics,Machine Learning Engineer,"New York, Ny",147518-163593,7,2026-04-02,"SQL, Tableau, Spark"
6841,Cobalt Intelligence,Analytics Engineer,Remote,102043-128319,0,2026-04-04,"Python, Spark, dbt"
6843,Pioneer Data Systems,Data Engineer,"Austin, Tx",135379-151650,10,2026-03-13,"Pandas, Python, Airflow"
6844,Bluepeak Software,Research Scientist,Remote,119597-143616,7,2026-03-02,"dbt, SQL, Python"
6845,Nimbus Labs,Machine Learning Engineer,"San Francisco, Ca",149753-172817,2,2026-04-22,"Python, dbt, Power BI"
6846,Cobalt Intelligence,Bi Developer,Remote,72815-94457,0,2026-04-07,"dbt, TensorFlow, Pandas"
6847,Aurora Metrics,Data Analyst,"Boston, Ma",104879-139873,8,2026-03-26,"SQL, Spark, Tableau"
6849,Pioneer Data Systems,Business Analyst,"Boston, Ma",76024-110905,3,2026-03-18,"Python, Power BI, Spark"
6850,Cobalt Intelligence,Data Analyst,"Austin, Tx",97218-109669,9,2026-03-01,"SQL, Pandas, Tableau"
6851,Summit Ai Works,Research Scientist,"Boston, Ma",161378-174443,9,2026-04-21,"Spark, dbt, TensorFlow"
6852,Acme Analytics,Bi Developer,"San Francisco, Ca",139121-171661,7,2026-04-20,"Airflow, SQL, Power BI"
6853,Vertex Insight,Analytics Engineer,Remote,112068-132864,9,2026-04-03,"Pandas, Python, TensorFlow"
6854,Vertex Insight,Data Engineer,"New York, Ny",131055-153064,6,2026-04-08,"Pandas, SQL, TensorFlow"
6855,Vertex Insight,Research Scientist,"Austin, Tx",126681-152586,2,2026-03-04,"dbt, SQL, Pandas"
6856,Summit Ai Works,Analytics Engineer,"New York, Ny",154413-170755,6,2026-04-04,"Spark, AWS, Tableau"
6857,Aurora Metrics,Data Engineer,"New York, Ny",131174-142320,6,2026-04-04,"Pandas, Power BI, Python"
6859,Summit Ai Works,Bi Developer,"San Francisco, Ca",132590-167200,7,2026-04-22,"Power BI, Tableau, Pandas"
6860,Bluepeak Software,Bi Developer,"Chicago, Il",85770-112324,2,2026-03-02,"Power BI, Spark, AWS"
6861,Summit Ai Works,Machine Learning Engineer,"Boston, Ma",131176-151247,0,2026-04-23,"Power BI, SQL, Spark"
6862,Vertex Insight,Analytics Engineer,"San Francisco, Ca",127282-152666,1,2026-03-01,"Pandas, Tableau, TensorFlow"
6866,Summit Ai Works,Bi Developer,"Seattle, Wa",114271-142514,7,2026-03-03,"TensorFlow, Pandas, Spark"
6867,Cobalt Intelligence,Business Analyst,"Boston, Ma",112355-140769,8,2026-04-27,"dbt, SQL, Airflow"
6869,Summit Ai Works,Machine Learning Engineer,"Chicago, Il",134204-165452,5,2026-03-12,"Pandas, Airflow, SQL"
6870,Vertex Insight,Data Engineer,"Seattle, Wa",135061-160035,6,2026-03-09,"TensorFlow, Python, Power BI"
6872,Summit Ai Works,Product Analyst,"Chicago, Il",128179-145395,9,2026-04-02,"TensorFlow, Spark, dbt"
6874,Summit Ai Works,Bi Developer,"Austin, Tx",101174-114010,8,2026-03-17,Power BI TensorFlow Pandas
6875,Nimbus Labs,Research Scientist,"San Francisco, Ca",134796-158362,0,2026-03-16,"TensorFlow, Power BI, SQL"
6877,Nimbus Labs,Research Scientist,"Boston, Ma",135001-148446,6,2026-03-10,"Power BI, Airflow, Python"
6878,Vertex Insight,Data Analyst,"Boston, Ma",91073-123562,1,2026-04-05,"Python, Power BI, Pandas"
6881,Nimbus Labs,Data Analyst,"New York, Ny",143262-173653,9,2026-04-26,"Python, TensorFlow, Tableau"
6882,Summit Ai Works,Product Analyst,"Boston, Ma",96178-125614,6,2026-03-20,"Airflow, Power BI, Tableau"
6885,Acme Analytics,Product Analyst,"Chicago, Il",115942-145002,5,2026-03-03,"Spark, Pandas, dbt"
6886,Aurora Metrics,Data Analyst,"Boston, Ma",113273-134904,10,2026-03-11,"SQL, Airflow, Python"
6887,Summit Ai Works,Machine Learning Engineer,"New York, Ny",137500-169314,4,2026-04-01,"Python, Spark, SQL"
6888,Vertex Insight,Product Analyst,"Boston, Ma",97871-125564,7,2026-03-31,"dbt, TensorFlow, Python"
6889,Bluepeak Software,Product Analyst,"Seattle, Wa",83012-105999,0,2026-04-15,"SQL, AWS, dbt"
6890,Acme Analytics,Data Analyst,Remote,96701-118483,5,2026-03-14,"Spark, Tableau, Pandas"
6891,Aurora Metrics,Data Engineer,"Seattle, Wa",122804-136052,7,2026-04-27,"TensorFlow, Pandas, Python"
6892,Vertex Insight,Data Engineer,"New York, Ny",148968-171184,4,2026-03-30,"Python, AWS, SQL"
6894,Nimbus Labs,Business Analyst,"New York, Ny",110118-128971,2,2026-04-23,"SQL, Airflow, dbt"
6897,Cobalt Intelligence,Business Analyst,"New York, Ny",120035-146042,9,2026-03-11,"dbt, Pandas, Python"
6898,Vertex Insight,Data Analyst,Remote,83042-112695,0,2026-03-06,"Power BI, Airflow, AWS"
6899,Nimbus Labs,Product Analyst,"Boston, Ma",119199-135341,10,2026-03-13,"dbt, Pandas, Airflow"
6900,Summit Ai Works,Analytics Engineer,"San Francisco, Ca",156819-174130,8,2026-04-18,"Spark, Pandas, dbt"
6902,Pioneer Data Systems,Data Analyst,"Austin, Tx",84430-109102,1,2026-03-04,"Tableau, Airflow, TensorFlow"
6903,Bluepeak Software,Bi Developer,"Seattle, Wa",102471-125294,3,2026-04-07,"AWS, Python, Tableau"
6904,Bluepeak Software,Data Engineer,"Seattle, Wa",120015-149628,0,2026-03-22,"Pandas, AWS, Spark"
6905,Bluepeak Software,Data Analyst,"Seattle, Wa",111238-141908,3,2026-03-23,"AWS, TensorFlow, Pandas"
6906,Bluepeak Software,Data Engineer,"New York, Ny",110877-126511,2,2026-04-26,"dbt, Tableau, Power BI"
6908,Summit Ai Works,Research Scientist,Remote,151905-166889,10,2026-04-06,"TensorFlow, Pandas, AWS"
6909,Nimbus Labs,Research Scientist,Remote,133833-159119,6,2026-04-26,"Tableau, SQL, TensorFlow"
6912,Vertex Insight,Product Analyst,"Boston, Ma",106824-136331,9,2026-03-23,Airflow Power BI Pandas
6913,Summit Ai Works,Bi Developer,"San Francisco, Ca",121622-148984,9,2026-03-22,"Tableau, Power BI, dbt"
6914,Acme Analytics,Analytics Engineer,"Austin, Tx",122145-143990,5,2026-04-20,"Airflow, dbt, TensorFlow"
6916,Vertex Insight,Machine Learning Engineer,"Seattle, Wa",138392-160553,9,2026-03-24,"Python, Tableau, Spark"
6917,Vertex Insight,Data Analyst,"Austin, Tx",87344-101693,1,2026-03-20,"AWS, SQL, Pandas"
6919,Summit Ai Works,Product Analyst,"Austin, Tx",102994-130665,7,2026-02-28,"SQL, AWS, Power BI"
6920,Pioneer Data Systems,Data Analyst,"New York, Ny",116537-134793,5,2026-04-25,"Power BI, Tableau, Airflow"
6921,Pioneer Data Systems,Business Analyst,Remote,90203-124494,5,2026-03-28,"Python, SQL, Pandas"
6922,Nimbus Labs,Machine Learning Engineer,"Boston, Ma",121499-135590,0,2026-03-20,"Pandas, Python, dbt"
6923,Cobalt Intelligence,Analytics Engineer,"Chicago, Il",136971-166601,10,2026-03-13,"Tableau, dbt, Pandas"
6924,Aurora Metrics,Machine Learning Engineer,"New York, Ny",124686-154176,0,2026-03-16,"Pandas, Airflow, dbt"
6925,Vertex Insight,Business Analyst,Remote,90173-116750,3,2026-03-19,"dbt, Python, AWS"
6926,Summit Ai Works,Machine Learning Engineer,Remote,146980-163334,4,2026-03-23,"AWS, Tableau, Airflow"
6927,Bluepeak Software,Data Analyst,Remote,124453-150525,9,2026-04-02,"AWS, Tableau, TensorFlow"
6930,Pioneer Data Systems,Analytics Engineer,"San Francisco, Ca",150934-163443,6,2026-04-03,"Pandas, TensorFlow, Tableau"
6934,Aurora Metrics,Bi Developer,"Seattle, Wa",119414-147274,4,2026-04-05,"TensorFlow, Pandas, dbt"
6936,Pioneer Data Systems,Bi Developer,Remote,91005-104312,4,2026-03-31,"Pandas, Python, Airflow"
6937,Vertex Insight,Product Analyst,"New York, Ny",120179-151421,7,2026-04-17,"Python, Spark, SQL"
6938,Nimbus Labs,Data Engineer,"San Francisco, Ca",139065-160009,3,2026-04-05,"SQL, TensorFlow, Airflow"
6939,Bluepeak Software,Bi Developer,"Austin, Tx",96485-122213,5,2026-03-29,"SQL, Airflow, Pandas"
6940,Summit Ai Works,Business Analyst,"Seattle, Wa",124479-140830,10,2026-03-11,"Airflow, TensorFlow, dbt"
6941,Vertex Insight,Research Scientist,Remote,120760-152050,5,2026-04-25,"TensorFlow, Power BI, Pandas"
6943,Aurora Metrics,Business Analyst,"New York, Ny",110241-138029,8,2026-04-04,"dbt, Python, Airflow"
6945,Summit Ai Works,Data Engineer,Remote,152477-165227,10,2026-04-05,"AWS, Spark, TensorFlow"
6946,Aurora Metrics,Data Engineer,"New York, Ny",135841-164488,3,2026-04-15,"Tableau, dbt, Spark"
6947,Aurora Metrics,Research Scientist,"San Francisco, Ca",169703-200847,6,2026-04-15,"Airflow, AWS, Power BI"
6948,Nimbus Labs,Machine Learning Engineer,Remote,158750-170326,10,2026-03-08,"Pandas, Airflow, SQL"
6950,Aurora Metrics,Bi Developer,"San Francisco, Ca",128294-144089,3,2026-03-10,"Power BI, Python, Spark"
6953,Vertex Insight,Bi Developer,"Seattle, Wa",95124-122987,2,2026-03-07,"Python, dbt, Power BI"
6954,Vertex Insight,Research Scientist,"Chicago, Il",152906-171138,8,2026-04-12,"Spark, Python, AWS"
6956,Vertex Insight,Research Scientist,"San Francisco, Ca",171093-181494,6,2026-04-14,"TensorFlow, Python, Pandas"
6957,Nimbus Labs,Business Analyst,"New York, Ny",120872-137739,10,2026-03-14,"SQL, dbt, TensorFlow"
6958,Pioneer Data Systems,Data Engineer,"San Francisco, Ca",136396-156081,9,2026-03-14,"Power BI, Tableau, dbt"
6962,Acme Analytics,Data Analyst,"Boston, Ma",124186-156187,10,2026-04-28,"Spark, Python, AWS"
6963,Summit Ai Works,Machine Learning Engineer,"Austin, Tx",122240-138713,2,2026-03-14,"SQL, dbt, Python"
6965,Nimbus Labs,Data Engineer,"Austin, Tx",119881-136185,7,2026-03-02,"Python, Spark, Airflow"
6966,Acme Analytics,Bi Developer,"Boston, Ma",100821-113402,4,2026-04-04,"Tableau, Airflow, AWS"
6967,Vertex Insight,Machine Learning Engineer,"San Francisco, Ca",153984-173462,3,2026-03-15,"SQL, Python, Spark"
6969,Cobalt Intelligence,Data Analyst,"Boston, Ma",113380-133591,5,2026-03-08,"Python, AWS, Spark"
6970,Bluepeak Software,Data Engineer,"Chicago, Il",125592-154752,4,2026-04-11,"Tableau, dbt, Spark"
6972,Pioneer Data Systems,Business Analyst,"San Francisco, Ca",97729-116179,1,2026-03-27,"Spark, Python, Airflow"
6973,Vertex Insight,Data Engineer,"San Francisco, Ca",143845-155735,8,2026-04-14,"Airflow, TensorFlow, Tableau"
7215,Bluepeak Software,Bi Developer,"San Francisco, Ca",129306-151118,7,2026-04-18,"dbt, AWS, Python"
6976,Pioneer Data Systems,Data Engineer,"Austin, Tx",136522-147880,10,2026-03-24,"Power BI, AWS, TensorFlow"
6979,Acme Analytics,Research Scientist,"Boston, Ma",148447-165922,7,2026-04-22,"TensorFlow, SQL, Spark"
6980,Aurora Metrics,Machine Learning Engineer,Remote,161639-174617,9,2026-03-20,"AWS, Tableau, Pandas"
7371,Acme Analytics,Business Analyst,"Chicago, Il",120640-132162,10,2026-04-12,"dbt, Tableau, AWS"
6983,Summit Ai Works,Product Analyst,"New York, Ny",119374-134796,6,2026-03-15,"TensorFlow, Power BI, Spark"
6985,Pioneer Data Systems,Machine Learning Engineer,"Austin, Tx",143415-154601,5,2026-03-28,Airflow SQL TensorFlow
6986,Vertex Insight,Data Engineer,Remote,98220-109604,0,2026-04-22,"SQL, Airflow, Spark"
6987,Bluepeak Software,Data Analyst,"Seattle, Wa",101741-117820,5,2026-03-06,"AWS, Power BI, Python"
6992,Nimbus Labs,Machine Learning Engineer,"Chicago, Il",150727-180667,2,2026-03-15,"AWS, Spark, dbt"
6994,Nimbus Labs,Business Analyst,"Seattle, Wa",110125-133042,6,2026-03-22,"Spark, Pandas, Power BI"
6995,Nimbus Labs,Machine Learning Engineer,"Boston, Ma",153171-176855,8,2026-03-16,"Airflow, SQL, Python"
6997,Acme Analytics,Research Scientist,"Chicago, Il",147366-169363,10,2026-03-13,"Python, Power BI, SQL"
6999,Summit Ai Works,Data Analyst,"San Francisco, Ca",130631-146959,5,2026-03-25,"Pandas, Spark, Airflow"
7000,Bluepeak Software,Bi Developer,"Boston, Ma",99766-113344,0,2026-04-01,"Pandas, Spark, Airflow"
7001,Summit Ai Works,Bi Developer,"Seattle, Wa",117535-128509,5,2026-03-25,"TensorFlow, AWS, Power BI"
7002,Acme Analytics,Machine Learning Engineer,"Seattle, Wa",150726-162032,4,2026-03-13,"Pandas, Airflow, Spark"
7004,Bluepeak Software,Research Scientist,Remote,121510-152220,2,2026-04-26,"Tableau, Pandas, AWS"
7007,Nimbus Labs,Product Analyst,"San Francisco, Ca",139197-153175,8,2026-04-12,"Python, SQL, AWS"
7008,Bluepeak Software,Data Engineer,Remote,129757-144377,10,2026-04-19,"Pandas, Tableau, Power BI"
7009,Bluepeak Software,Data Engineer,"Austin, Tx",122477-133325,8,2026-04-16,"Spark, SQL, Power BI"
7010,Nimbus Labs,Machine Learning Engineer,"San Francisco, Ca",204725-229962,10,2026-04-18,"AWS, Power BI, Airflow"
4842,Acme Analytics,Data Engineer,Remote,110893-131854,8,2026-03-10,"Pandas, dbt, Tableau"
7012,Vertex Insight,Machine Learning Engineer,"Seattle, Wa",139791-163911,2,2026-04-12,Pandas AWS Airflow
7013,Vertex Insight,Business Analyst,"Chicago, Il",94576-120101,7,2026-04-01,"Spark, Pandas, Power BI"
7014,Aurora Metrics,Data Analyst,"San Francisco, Ca",126151-145324,6,2026-04-21,"Pandas, AWS, dbt"
7015,Acme Analytics,Data Analyst,"Austin, Tx",107400-140516,10,2026-03-18,"Tableau, SQL, Airflow"
7016,Bluepeak Software,Data Analyst,"Seattle, Wa",93173-124215,4,2026-03-12,"Airflow, Tableau, Python"
7017,Vertex Insight,Data Engineer,"San Francisco, Ca",127567-137885,0,2026-03-14,"TensorFlow, Tableau, dbt"
7021,Summit Ai Works,Bi Developer,"Chicago, Il",114091-145578,8,2026-04-24,"AWS, dbt, Pandas"
7023,Cobalt Intelligence,Business Analyst,"New York, Ny",116914-134719,5,2026-04-28,"Python, AWS, Tableau"
7024,Acme Analytics,Data Analyst,"Boston, Ma",99983-128982,5,2026-03-15,"Airflow, dbt, Power BI"
7025,Cobalt Intelligence,Analytics Engineer,"Boston, Ma",113631-146961,7,2026-04-22,"Python, AWS, dbt"
7026,Bluepeak Software,Machine Learning Engineer,"Austin, Tx",126096-152809,5,2026-02-27,"Pandas, Spark, Airflow"
7028,Acme Analytics,Data Engineer,"Seattle, Wa",129406-158626,6,2026-03-09,"Pandas, Airflow, dbt"
7030,Aurora Metrics,Business Analyst,"Seattle, Wa",92110-116116,3,2026-03-25,"SQL, Power BI, TensorFlow"
7031,Acme Analytics,Analytics Engineer,"Boston, Ma",120790-139802,4,2026-04-06,"TensorFlow, Pandas, Power BI"
7032,Summit Ai Works,Data Engineer,"Seattle, Wa",115568-143356,0,2026-03-18,"dbt, Pandas, TensorFlow"
7033,Bluepeak Software,Data Analyst,"Chicago, Il",85031-118520,2,2026-04-22,"Python, Tableau, SQL"
7035,Vertex Insight,Analytics Engineer,"San Francisco, Ca",169631-197073,8,2026-03-14,"AWS, Pandas, Airflow"
7037,Cobalt Intelligence,Business Analyst,"Seattle, Wa",99300-124968,1,2026-03-26,"TensorFlow, Spark, Power BI"
7038,Bluepeak Software,Analytics Engineer,"Chicago, Il",99688-121952,3,2026-04-14,"Airflow, Tableau, Power BI"
7039,Summit Ai Works,Product Analyst,"Boston, Ma",93651-105936,1,2026-03-11,"Tableau, TensorFlow, Power BI"
7040,Pioneer Data Systems,Data Engineer,"New York, Ny",134745-152751,4,2026-03-27,"SQL, Python, dbt"
7041,Cobalt Intelligence,Research Scientist,"Seattle, Wa",144117-157396,5,2026-03-20,"Spark, Power BI, AWS"
7043,Summit Ai Works,Analytics Engineer,"Austin, Tx",121773-149745,5,2026-03-14,"Power BI, SQL, AWS"
7044,Nimbus Labs,Data Engineer,Remote,103184-130966,2,2026-04-12,"TensorFlow, Pandas, Tableau"
7045,Aurora Metrics,Data Analyst,Remote,101832-119999,6,2026-03-22,"Pandas, TensorFlow, Tableau"
7048,Aurora Metrics,Bi Developer,"Seattle, Wa",107160-119325,4,2026-04-05,"AWS, Spark, dbt"
7049,Cobalt Intelligence,Machine Learning Engineer,"Chicago, Il",164559-189794,5,2026-03-29,Pandas Python AWS
7050,Nimbus Labs,Research Scientist,"Chicago, Il",151589-175854,3,2026-04-16,"dbt, AWS, Spark"
7051,Acme Analytics,Data Engineer,"Seattle, Wa",153143-168867,9,2026-03-31,"AWS, SQL, Airflow"
7052,Pioneer Data Systems,Product Analyst,"New York, Ny",120070-144338,6,2026-03-10,"Pandas, AWS, SQL"
7053,Summit Ai Works,Analytics Engineer,Remote,130207-144077,7,2026-03-07,"AWS, Airflow, Tableau"
7054,Nimbus Labs,Data Analyst,"Boston, Ma",113151-132279,7,2026-04-04,"Python, Pandas, SQL"
7056,Vertex Insight,Machine Learning Engineer,"Boston, Ma",133277-156885,2,2026-02-28,"Spark, Pandas, SQL"
7058,Acme Analytics,Product Analyst,"San Francisco, Ca",107444-128930,2,2026-04-28,"Power BI, dbt, Tableau"
7059,Cobalt Intelligence,Product Analyst,Remote,102440-126357,6,2026-03-07,"Python, Pandas, SQL"
7060,Cobalt Intelligence,Analytics Engineer,Remote,130437-144447,9,2026-04-25,"TensorFlow, AWS, Tableau"
7062,Bluepeak Software,Business Analyst,Remote,99564-112110,9,2026-04-09,"dbt, Python, TensorFlow"
7064,Acme Analytics,Machine Learning Engineer,"Chicago, Il",134203-162053,2,2026-04-06,"TensorFlow, Airflow, Spark"
7065,Bluepeak Software,Data Analyst,"Boston, Ma",106273-129007,7,2026-03-19,"Power BI, AWS, Pandas"
7067,Pioneer Data Systems,Data Engineer,"Boston, Ma",130759-162469,10,2026-03-02,"Tableau, Airflow, dbt"
7069,Pioneer Data Systems,Bi Developer,"Chicago, Il",101812-122571,0,2026-04-10,"dbt, AWS, TensorFlow"
7070,Nimbus Labs,Data Analyst,"San Francisco, Ca",90195-115606,1,2026-04-14,"dbt, SQL, Tableau"
7071,Summit Ai Works,Research Scientist,"San Francisco, Ca",129397-150040,1,2026-02-28,"Spark, Tableau, Power BI"
7072,Summit Ai Works,Research Scientist,"Boston, Ma",155305-167906,10,2026-04-22,"SQL, Python, AWS"
7073,Summit Ai Works,Bi Developer,"New York, Ny",135380-146266,8,2026-04-11,"AWS, Tableau, Power BI"
7074,Nimbus Labs,Data Analyst,"Boston, Ma",87813-103234,0,2026-03-26,"Spark, Python, Tableau"
7075,Aurora Metrics,Analytics Engineer,"San Francisco, Ca",137582-161858,3,2026-04-23,"Tableau, AWS, Airflow"
7076,Pioneer Data Systems,Analytics Engineer,"New York, Ny",118368-134374,1,2026-03-16,"dbt, SQL, Power BI"
7077,Pioneer Data Systems,Data Analyst,Remote,118140-143374,3,2026-03-19,"Python, Airflow, AWS"
7078,Nimbus Labs,Analytics Engineer,"New York, Ny",134484-146394,6,2026-03-26,"dbt, Pandas, SQL"
7079,Nimbus Labs,Research Scientist,"Seattle, Wa",164428-179945,8,2026-03-09,"Airflow, AWS, Pandas"
7082,Cobalt Intelligence,Bi Developer,"San Francisco, Ca",124562-148550,2,2026-03-21,"Pandas, Python, Airflow"
7087,Cobalt Intelligence,Analytics Engineer,"Chicago, Il",94323-121806,3,2026-04-05,"Pandas, dbt, Tableau"
7088,Summit Ai Works,Data Engineer,Remote,132188-166474,6,2026-04-07,"Pandas, Power BI, AWS"
7090,Acme Analytics,Machine Learning Engineer,"Seattle, Wa",158053-176063,4,2026-03-11,"Power BI, AWS, Spark"
7091,Bluepeak Software,Machine Learning Engineer,"Austin, Tx",130227-152740,5,2026-02-28,"Power BI, dbt, Pandas"
7092,Summit Ai Works,Business Analyst,"Boston, Ma",102417-126728,1,2026-03-04,"Airflow, TensorFlow, dbt"
7093,Vertex Insight,Bi Developer,"San Francisco, Ca",133487-160377,6,2026-03-22,Spark AWS Tableau
7094,Bluepeak Software,Data Engineer,"San Francisco, Ca",104387-131410,0,2026-03-13,"Pandas, AWS, dbt"
7095,Nimbus Labs,Bi Developer,"San Francisco, Ca",126495-150470,4,2026-04-02,"Airflow, Spark, SQL"
7096,Vertex Insight,Bi Developer,"Austin, Tx",78670-90091,0,2026-03-05,"dbt, Power BI, SQL"
7098,Aurora Metrics,Business Analyst,"New York, Ny",100724-120132,2,2026-03-17,"Spark, TensorFlow, Airflow"
7099,Bluepeak Software,Product Analyst,"Seattle, Wa",97901-127712,0,2026-03-27,"SQL, dbt, Python"
7100,Cobalt Intelligence,Data Engineer,"San Francisco, Ca",151038-166458,5,2026-02-27,"Spark, SQL, AWS"
7101,Aurora Metrics,Analytics Engineer,"New York, Ny",120525-153559,6,2026-04-09,"Python, Spark, dbt"
7102,Bluepeak Software,Business Analyst,"Chicago, Il",113729-139091,4,2026-03-28,"AWS, TensorFlow, SQL"
7103,Aurora Metrics,Research Scientist,"Boston, Ma",152610-164853,3,2026-03-22,"AWS, TensorFlow, Power BI"
7104,Vertex Insight,Machine Learning Engineer,"San Francisco, Ca",196574-219339,10,2026-04-01,AWS Spark Python
2791,Pioneer Data Systems,Analytics Engineer,"Chicago, Il",116964-131578,2,2026-03-01,"Tableau, Spark, SQL"
7108,Pioneer Data Systems,Machine Learning Engineer,Remote,125031-155745,4,2026-03-05,"Python, Tableau, Power BI"
7109,Pioneer Data Systems,Machine Learning Engineer,"Boston, Ma",152777-166273,4,2026-04-14,"Tableau, Airflow, Pandas"
7111,Nimbus Labs,Data Engineer,"New York, Ny",142406-156994,10,2026-04-13,Pandas Tableau Spark
7112,Summit Ai Works,Machine Learning Engineer,"Chicago, Il",146809-180113,8,2026-03-10,"dbt, TensorFlow, Tableau"
7113,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, Ca",169158-182796,1,2026-03-24,"Airflow, TensorFlow, dbt"
7115,Bluepeak Software,Research Scientist,"Boston, Ma",159145-188899,6,2026-04-12,"Airflow, Tableau, Python"
7117,Summit Ai Works,Analytics Engineer,"Chicago, Il",126159-138317,2,2026-04-22,Spark Airflow TensorFlow
7118,Pioneer Data Systems,Machine Learning Engineer,"Chicago, Il",148845-182225,6,2026-03-25,"Python, dbt, Power BI"
7181,Vertex Insight,Data Engineer,"New York, Ny",149666-164054,6,2026-03-01,"TensorFlow, Power BI, Spark"
7120,Aurora Metrics,Data Engineer,"Seattle, Wa",133079-164511,4,2026-03-01,"Spark, Power BI, dbt"
7122,Aurora Metrics,Machine Learning Engineer,"San Francisco, Ca",147756-166060,3,2026-03-04,"TensorFlow, dbt, Pandas"
7125,Vertex Insight,Research Scientist,"Boston, Ma",162601-195096,10,2026-04-27,"Pandas, Airflow, AWS"
7126,Acme Analytics,Data Analyst,"Austin, Tx",113096-147332,8,2026-03-10,"AWS, Airflow, dbt"
7127,Vertex Insight,Machine Learning Engineer,"Chicago, Il",146709-171089,3,2026-03-21,"SQL, Python, TensorFlow"
